$GPVTG,45.02,T,,M,2.53,N,4.69,K,A*01,,,,,,,,,,
$GPGGA,193408.000,3713.9490,N,08025.4967,W,1,06,1.24,615.0,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193408.000,A,3713.9490,N,08025.4967,W,2.59,45.98,041019,,,A*49,,,,,,,
$GPVTG,45.98,T,,M,2.59,N,4.80,K,A*0F,,,,,,,,,,
$GPGGA,193409.000,3713.9495,N,08025.4960,W,1,06,1.24,615.1,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193409.000,A,3713.9495,N,08025.4960,W,2.52,45.84,041019,,,A*4C,,,,,,,
$GPVTG,45.84,T,,M,2.52,N,4.67,K,A*00,,,,,,,,,,
$GPGGA,193410.000,3713.9500,N,08025.4954,W,1,06,1.24,615.2,M,-32.8,M,,*5C,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,36,15,55,045,39,20,52,311,40,24,44,137,38*72
$GPGSV,2,2,08,51,38,219,31,13,21,045,34,29,10,195,30,05,04,094,18*70
$GPRMC,193410.000,A,3713.9500,N,08025.4954,W,2.48,44.37,041019,,,A*4C,,,,,,,
$GPVTG,44.37,T,,M,2.48,N,4.60,K,A*05,,,,,,,,,,
$GPGGA,193411.000,3713.9505,N,08025.4948,W,1,06,1.24,615.3,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193411.000,A,3713.9505,N,08025.4948,W,2.49,45.04,041019,,,A*45,,,,,,,
$GPVTG,45.04,T,,M,2.49,N,4.61,K,A*04,,,,,,,,,,
$GPGGA,193412.000,3713.9510,N,08025.4942,W,1,06,1.24,615.4,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193412.000,A,3713.9510,N,08025.4942,W,2.53,46.00,041019,,,A*44,,,,,,,
$GPVTG,46.00,T,,M,2.53,N,4.69,K,A*00,,,,,,,,,,
$GPGGA,193413.000,3713.9515,N,08025.4935,W,1,06,1.24,615.4,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193413.000,A,3713.9515,N,08025.4935,W,2.54,50.00,041019,,,A*40,,,,,,,
$GPVTG,50.00,T,,M,2.54,N,4.71,K,A*09,,,,,,,,,,
$GPGGA,193414.000,3713.9519,N,08025.4929,W,1,06,1.24,615.5,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193414.000,A,3713.9519,N,08025.4929,W,2.46,50.25,041019,,,A*42,,,,,,,
$GPVTG,50.25,T,,M,2.46,N,4.56,K,A*08,,,,,,,,,,
$GPGGA,193415.000,3713.9524,N,08025.4923,W,1,06,1.24,615.5,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,274,35,15,55,045,39,20,52,311,41,24,44,137,34*7D
$GPGSV,2,2,08,51,38,219,30,13,21,045,30,29,10,195,23,05,04,094,18*77
$GPRMC,193415.000,A,3713.9524,N,08025.4923,W,2.39,46.15,041019,,,A*4B,,,,,,,
$GPVTG,46.15,T,,M,2.39,N,4.43,K,A*00,,,,,,,,,,
$GPGGA,193416.000,3713.9528,N,08025.4916,W,1,06,1.24,615.6,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193416.000,A,3713.9528,N,08025.4916,W,2.50,47.71,041019,,,A*4E,,,,,,,
$GPVTG,47.71,T,,M,2.50,N,4.64,K,A*09,,,,,,,,,,
$GPGGA,193417.000,3713.9533,N,08025.4910,W,1,06,1.24,615.7,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193417.000,A,3713.9533,N,08025.4910,W,2.37,48.28,041019,,,A*41,,,,,,,
$GPVTG,48.28,T,,M,2.37,N,4.40,K,A*0D,,,,,,,,,,
$GPGGA,193418.000,3713.9537,N,08025.4903,W,1,06,1.24,615.8,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193418.000,A,3713.9537,N,08025.4903,W,2.52,49.82,041019,,,A*4A,,,,,,,
$GPVTG,49.82,T,,M,2.52,N,4.68,K,A*05,,,,,,,,,,
$GPGGA,193419.000,3713.9541,N,08025.4897,W,1,06,1.24,615.8,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193419.000,A,3713.9541,N,08025.4897,W,2.31,51.02,041019,,,A*42,,,,,,,
$GPVTG,51.02,T,,M,2.31,N,4.28,K,A*05,,,,,,,,,,
$GPGGA,193420.000,3713.9545,N,08025.4891,W,1,06,1.24,615.8,M,-32.8,M,,*5C,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,274,35,15,55,045,39,20,52,311,41,24,44,137,37*7E
$GPGSV,2,2,08,51,38,219,29,13,21,045,30,29,10,195,26,05,04,094,18*7A
$GPRMC,193420.000,A,3713.9545,N,08025.4891,W,2.33,47.75,041019,,,A*4F,,,,,,,
$GPVTG,47.75,T,,M,2.33,N,4.32,K,A*0B,,,,,,,,,,
$GPGGA,193421.000,3713.9550,N,08025.4886,W,1,06,1.24,615.9,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193421.000,A,3713.9550,N,08025.4886,W,2.63,37.46,041019,,,A*4E,,,,,,,
$GPVTG,37.46,T,,M,2.63,N,4.87,K,A*07,,,,,,,,,,
$GPGGA,193422.000,3713.9556,N,08025.4880,W,1,06,1.24,615.9,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193422.000,A,3713.9556,N,08025.4880,W,2.31,45.24,041019,,,A*4B,,,,,,,
$GPVTG,45.24,T,,M,2.31,N,4.29,K,A*05,,,,,,,,,,
$GPGGA,193423.000,3713.9561,N,08025.4874,W,1,06,1.24,616.0,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193423.000,A,3713.9561,N,08025.4874,W,2.58,36.06,041019,,,A*4E,,,,,,,
$GPVTG,36.06,T,,M,2.58,N,4.78,K,A*0A,,,,,,,,,,
$GPGGA,193424.000,3713.9566,N,08025.4868,W,1,06,1.24,616.1,M,-32.8,M,,*55,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193424.000,A,3713.9566,N,08025.4868,W,2.13,38.04,041019,,,A*40,,,,,,,
$GPVTG,38.04,T,,M,2.13,N,3.94,K,A*0C,,,,,,,,,,
$GPGGA,193425.000,3713.9573,N,08025.4864,W,1,06,1.24,616.1,M,-32.8,M,,*5C,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,274,35,15,55,045,42,20,52,311,41,24,44,137,36*73
$GPGSV,2,2,08,51,38,219,30,13,21,045,28,29,10,195,22,05,04,094,17*70
$GPRMC,193425.000,A,3713.9573,N,08025.4864,W,2.68,28.62,041019,,,A*44,,,,,,,
$GPVTG,28.62,T,,M,2.68,N,4.97,K,A*05,,,,,,,,,,
$GPGGA,193426.000,3713.9579,N,08025.4860,W,1,06,1.24,616.1,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193426.000,A,3713.9579,N,08025.4860,W,2.38,19.44,041019,,,A*4A,,,,,,,
$GPVTG,19.44,T,,M,2.38,N,4.41,K,A*0D,,,,,,,,,,
$GPGGA,193427.000,3713.9586,N,08025.4857,W,1,06,1.24,616.1,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193427.000,A,3713.9586,N,08025.4857,W,2.51,16.20,041019,,,A*4D,,,,,,,
$GPVTG,16.20,T,,M,2.51,N,4.65,K,A*09,,,,,,,,,,
$GPGGA,193428.000,3713.9593,N,08025.4855,W,1,06,1.24,616.2,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193428.000,A,3713.9593,N,08025.4855,W,2.73,16.60,041019,,,A*40,,,,,,,
$GPVTG,16.60,T,,M,2.73,N,5.05,K,A*0A,,,,,,,,,,
$GPGGA,193429.000,3713.9601,N,08025.4853,W,1,06,1.24,616.2,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193429.000,A,3713.9601,N,08025.4853,W,2.77,8.59,041019,,,A*7E,,,,,,,
$GPVTG,8.59,T,,M,2.77,N,5.13,K,A*3C,,,,,,,,,,
$GPGGA,193430.000,3713.9609,N,08025.4853,W,1,06,1.31,616.3,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,2.13,1.31,1.68*04,,
$GPGSV,2,1,08,21,74,274,36,15,55,045,46,20,52,311,36,24,44,137,35*77
$GPGSV,2,2,08,51,38,219,37,13,21,045,20,29,10,195,33,05,04,094,18*70
$GPRMC,193430.000,A,3713.9609,N,08025.4853,W,2.68,358.62,041019,,,A*7E,,,,,,,
$GPVTG,358.62,T,,M,2.68,N,4.97,K,A*31,,,,,,,,,,
$GPGGA,193431.000,3713.9616,N,08025.4853,W,1,06,1.31,616.5,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,2.13,1.31,1.68*04,,
$GPRMC,193431.000,A,3713.9616,N,08025.4853,W,2.41,356.30,041019,,,A*73,,,,,,,
$GPVTG,356.30,T,,M,2.41,N,4.46,K,A*3F,,,,,,,,,,
$GPGGA,193432.000,3713.9623,N,08025.4854,W,1,06,1.31,616.7,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,2.13,1.31,1.68*04,,
$GPRMC,193432.000,A,3713.9623,N,08025.4854,W,2.62,350.92,041019,,,A*7E,,,,,,,
$GPVTG,350.92,T,,M,2.62,N,4.86,K,A*3C,,,,,,,,,,
$GPGGA,193433.000,3713.9630,N,08025.4856,W,1,06,1.31,616.8,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,2.13,1.31,1.68*04,,
$GPRMC,193433.000,A,3713.9630,N,08025.4856,W,2.15,337.91,041019,,,A*7D,,,,,,,
$GPVTG,337.91,T,,M,2.15,N,3.99,K,A*37,,,,,,,,,,
$GPGGA,193434.000,3713.9637,N,08025.4859,W,1,06,1.24,617.0,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193434.000,A,3713.9637,N,08025.4859,W,2.46,342.48,041019,,,A*72,,,,,,,
$GPVTG,342.48,T,,M,2.46,N,4.55,K,A*30,,,,,,,,,,
$GPGGA,193435.000,3713.9643,N,08025.4863,W,1,06,1.24,617.1,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,274,36,15,55,045,45,20,52,311,34,24,44,137,35*76
$GPGSV,2,2,08,51,38,219,39,13,21,045,19,29,10,195,30,05,04,094,27*7B
$GPRMC,193435.000,A,3713.9643,N,08025.4863,W,2.46,324.08,041019,,,A*7D,,,,,,,
$GPVTG,324.08,T,,M,2.46,N,4.57,K,A*36,,,,,,,,,,
$GPGGA,193436.000,3713.9649,N,08025.4868,W,1,06,1.24,617.2,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193436.000,A,3713.9649,N,08025.4868,W,2.62,334.96,041019,,,A*7F,,,,,,,
$GPVTG,334.96,T,,M,2.62,N,4.86,K,A*3A,,,,,,,,,,
$GPGGA,193437.000,3713.9655,N,08025.4873,W,1,06,1.25,617.5,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193437.000,A,3713.9655,N,08025.4873,W,2.46,327.36,041019,,,A*77,,,,,,,
$GPVTG,327.36,T,,M,2.46,N,4.56,K,A*39,,,,,,,,,,
$GPGGA,193438.000,3713.9661,N,08025.4878,W,1,06,1.24,617.7,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193438.000,A,3713.9661,N,08025.4878,W,2.76,322.06,041019,,,A*71,,,,,,,
$GPVTG,322.06,T,,M,2.76,N,5.11,K,A*3E,,,,,,,,,,
$GPGGA,193439.000,3713.9667,N,08025.4883,W,1,06,1.24,617.9,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193439.000,A,3713.9667,N,08025.4883,W,2.49,320.38,041019,,,A*71,,,,,,,
$GPVTG,320.38,T,,M,2.49,N,4.61,K,A*3B,,,,,,,,,,
$GPGGA,193440.000,3713.9673,N,08025.4889,W,1,06,1.24,618.1,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,3,1,09,21,74,274,31,15,55,045,43,20,52,311,33,24,44,137,34*71
$GPGSV,3,2,09,51,38,219,37,13,21,046,25,29,10,195,38,05,04,094,27*71
$GPGSV,3,3,09,10,,,39*7B,,,,,,,,,,,,
$GPRMC,193440.000,A,3713.9673,N,08025.4889,W,2.87,315.05,041019,,,A*7A,,,,,,,
$GPVTG,315.05,T,,M,2.87,N,5.31,K,A*35,,,,,,,,,,
$GPGGA,193441.000,3713.9678,N,08025.4894,W,1,06,1.24,618.2,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193441.000,A,3713.9678,N,08025.4894,W,2.37,320.02,041019,,,A*76,,,,,,,
$GPVTG,320.02,T,,M,2.37,N,4.39,K,A*36,,,,,,,,,,
$GPGGA,193442.000,3713.9683,N,08025.4900,W,1,06,1.25,618.4,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193442.000,A,3713.9683,N,08025.4900,W,2.35,315.73,041019,,,A*7F,,,,,,,
$GPVTG,315.73,T,,M,2.35,N,4.36,K,A*3B,,,,,,,,,,
$GPGGA,193443.000,3713.9688,N,08025.4906,W,1,06,1.24,618.5,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193443.000,A,3713.9688,N,08025.4906,W,2.28,319.85,041019,,,A*7A,,,,,,,
$GPVTG,319.85,T,,M,2.28,N,4.23,K,A*36,,,,,,,,,,
$GPGGA,193444.000,3713.9694,N,08025.4912,W,1,06,1.25,618.7,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193444.000,A,3713.9694,N,08025.4912,W,2.50,322.60,041019,,,A*79,,,,,,,
$GPVTG,322.60,T,,M,2.50,N,4.64,K,A*39,,,,,,,,,,
$GPGGA,193445.000,3713.9699,N,08025.4917,W,1,06,1.25,618.9,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,274,31,15,55,045,43,20,52,311,33,24,44,137,34*71
$GPGSV,3,2,09,51,38,219,40,13,21,046,23,29,10,195,41,05,04,094,24*7A
$GPGSV,3,3,09,10,,,32*70,,,,,,,,,,,,
$GPRMC,193445.000,A,3713.9699,N,08025.4917,W,2.18,326.40,041019,,,A*7A,,,,,,,
$GPVTG,326.40,T,,M,2.18,N,4.04,K,A*35,,,,,,,,,,
$GPGGA,193446.000,3713.9705,N,08025.4922,W,1,06,1.24,619.1,M,-32.8,M,,*56,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193446.000,A,3713.9705,N,08025.4922,W,2.36,324.09,041019,,,A*78,,,,,,,
$GPVTG,324.09,T,,M,2.36,N,4.38,K,A*39,,,,,,,,,,
$GPGGA,193447.000,3713.9710,N,08025.4927,W,1,06,1.25,619.3,M,-32.8,M,,*55,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193447.000,A,3713.9710,N,08025.4927,W,2.55,324.52,041019,,,A*73,,,,,,,
$GPVTG,324.52,T,,M,2.55,N,4.73,K,A*3D,,,,,,,,,,
$GPGGA,193448.000,3713.9716,N,08025.4933,W,1,06,1.24,619.5,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193448.000,A,3713.9716,N,08025.4933,W,2.36,322.26,041019,,,A*7F,,,,,,,
$GPVTG,322.26,T,,M,2.36,N,4.37,K,A*3D,,,,,,,,,,
$GPGGA,193449.000,3713.9721,N,08025.4939,W,1,06,1.24,619.7,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193449.000,A,3713.9721,N,08025.4939,W,2.97,313.22,041019,,,A*7D,,,,,,,
$GPVTG,313.22,T,,M,2.97,N,5.50,K,A*30,,,,,,,,,,
$GPGGA,193450.000,3713.9727,N,08025.4946,W,1,06,1.25,619.9,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,273,32,15,55,045,43,20,52,311,31,24,44,136,34*76
$GPGSV,3,2,09,51,38,219,38,13,21,046,23,29,10,195,39,05,04,094,20*7E
$GPGSV,3,3,09,10,,,33*71,,,,,,,,,,,,
$GPRMC,193450.000,A,3713.9727,N,08025.4946,W,2.66,317.73,041019,,,A*75,,,,,,,
$GPVTG,317.73,T,,M,2.66,N,4.94,K,A*37,,,,,,,,,,
$GPGGA,193451.000,3713.9732,N,08025.4952,W,1,06,1.25,620.0,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193451.000,A,3713.9732,N,08025.4952,W,2.40,324.94,041019,,,A*78,,,,,,,
$GPVTG,324.94,T,,M,2.40,N,4.46,K,A*35,,,,,,,,,,
$GPGGA,193452.000,3713.9738,N,08025.4957,W,1,06,1.25,620.2,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193452.000,A,3713.9738,N,08025.4957,W,2.53,335.25,041019,,,A*7C,,,,,,,
$GPVTG,335.25,T,,M,2.53,N,4.68,K,A*31,,,,,,,,,,
$GPGGA,193453.000,3713.9744,N,08025.4962,W,1,06,1.24,620.4,M,-32.8,M,,*5C,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193453.000,A,3713.9744,N,08025.4962,W,2.68,325.15,041019,,,A*7A,,,,,,,
$GPVTG,325.15,T,,M,2.68,N,4.96,K,A*3A,,,,,,,,,,
$GPGGA,193454.000,3713.9750,N,08025.4967,W,1,06,1.25,620.5,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193454.000,A,3713.9750,N,08025.4967,W,2.35,328.95,041019,,,A*70,,,,,,,
$GPVTG,328.95,T,,M,2.35,N,4.35,K,A*3E,,,,,,,,,,
$GPGGA,193455.000,3713.9755,N,08025.4971,W,1,06,1.25,620.6,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,273,33,15,55,045,44,20,52,311,31,24,44,136,34*70
$GPGSV,3,2,09,51,38,219,32,13,21,046,24,29,10,195,35,05,04,094,19*75
$GPGSV,3,3,09,10,,,33*71,,,,,,,,,,,,
$GPRMC,193455.000,A,3713.9755,N,08025.4971,W,2.31,321.71,041019,,,A*74,,,,,,,
$GPVTG,321.71,T,,M,2.31,N,4.28,K,A*35,,,,,,,,,,
$GPGGA,193456.000,3713.9760,N,08025.4975,W,1,06,1.25,620.6,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193456.000,A,3713.9760,N,08025.4975,W,1.90,337.66,041019,,,A*7C,,,,,,,
$GPVTG,337.66,T,,M,1.90,N,3.51,K,A*35,,,,,,,,,,
$GPGGA,193457.000,3713.9766,N,08025.4979,W,1,06,1.24,620.7,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193457.000,A,3713.9766,N,08025.4979,W,2.48,334.02,041019,,,A*70,,,,,,,
$GPVTG,334.02,T,,M,2.48,N,4.60,K,A*37,,,,,,,,,,
$GPGGA,193458.000,3713.9771,N,08025.4983,W,1,06,1.25,620.8,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193458.000,A,3713.9771,N,08025.4983,W,2.52,339.08,041019,,,A*70,,,,,,,
$GPVTG,339.08,T,,M,2.52,N,4.66,K,A*3D,,,,,,,,,,
$GPGGA,193459.000,3713.9777,N,08025.4988,W,1,06,1.25,620.9,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193459.000,A,3713.9777,N,08025.4988,W,2.64,328.52,041019,,,A*76,,,,,,,
$GPVTG,328.52,T,,M,2.64,N,4.89,K,A*36,,,,,,,,,,
$GPGGA,193500.000,3713.9783,N,08025.4993,W,1,06,1.25,621.0,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,273,34,15,55,045,44,20,52,311,32,24,44,136,35*75
$GPGSV,3,2,09,51,38,219,37,13,21,046,24,29,10,195,31,05,04,094,15*78
$GPGSV,3,3,09,10,,,37*75,,,,,,,,,,,,
$GPRMC,193500.000,A,3713.9783,N,08025.4993,W,2.15,328.63,041019,,,A*7E,,,,,,,
$GPVTG,328.63,T,,M,2.15,N,3.98,K,A*35,,,,,,,,,,
$GPGGA,193501.000,3713.9789,N,08025.4997,W,1,06,1.25,621.2,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193501.000,A,3713.9789,N,08025.4997,W,2.74,334.69,041019,,,A*71,,,,,,,
$GPVTG,334.69,T,,M,2.74,N,5.07,K,A*35,,,,,,,,,,
$GPGGA,193502.000,3713.9795,N,08025.5001,W,1,06,1.25,621.3,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193502.000,A,3713.9795,N,08025.5001,W,2.61,336.42,041019,,,A*77,,,,,,,
$GPVTG,336.42,T,,M,2.61,N,4.84,K,A*30,,,,,,,,,,
$GPGGA,193503.000,3713.9801,N,08025.5004,W,1,06,1.25,621.5,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193503.000,A,3713.9801,N,08025.5004,W,2.16,339.00,041019,,,A*78,,,,,,,
$GPVTG,339.00,T,,M,2.16,N,4.00,K,A*35,,,,,,,,,,
$GPGGA,193504.000,3713.9806,N,08025.5007,W,1,06,1.25,621.6,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193504.000,A,3713.9806,N,08025.5007,W,2.28,335.13,041019,,,A*78,,,,,,,
$GPVTG,335.13,T,,M,2.28,N,4.23,K,A*37,,,,,,,,,,
$GPGGA,193505.000,3713.9811,N,08025.5009,W,1,06,1.25,622.0,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,273,34,15,55,045,44,20,52,311,31,24,44,136,34*77
$GPGSV,3,2,09,51,38,219,36,13,21,046,31,29,10,195,31,05,04,094,17*7F
$GPGSV,3,3,09,10,,,36*74,,,,,,,,,,,,
$GPRMC,193505.000,A,3713.9811,N,08025.5009,W,1.98,348.43,041019,,,A*76,,,,,,,
$GPVTG,348.43,T,,M,1.98,N,3.67,K,A*37,,,,,,,,,,
$GPGGA,193506.000,3713.9816,N,08025.5010,W,1,06,1.31,622.1,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,2.12,1.31,1.66*0B,,
$GPRMC,193506.000,A,3713.9816,N,08025.5010,W,1.89,341.90,041019,,,A*7D,,,,,,,
$GPVTG,341.90,T,,M,1.89,N,3.50,K,A*34,,,,,,,,,,
$GPGGA,193507.000,3713.9822,N,08025.5012,W,1,06,1.25,622.2,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193507.000,A,3713.9822,N,08025.5012,W,2.47,338.89,041019,,,A*7E,,,,,,,
$GPVTG,338.89,T,,M,2.47,N,4.57,K,A*33,,,,,,,,,,
$GPGGA,193508.000,3713.9827,N,08025.5013,W,1,06,1.25,622.4,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193508.000,A,3713.9827,N,08025.5013,W,1.52,344.10,041019,,,A*79,,,,,,,
$GPVTG,344.10,T,,M,1.52,N,2.83,K,A*30,,,,,,,,,,
$GPGGA,193509.000,3713.9831,N,08025.5016,W,1,06,1.25,622.5,M,-32.8,M,,*56,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPRMC,193509.000,A,3713.9831,N,08025.5016,W,1.79,331.84,041019,,,A*7C,,,,,,,
$GPVTG,331.84,T,,M,1.79,N,3.33,K,A*3C,,,,,,,,,,
$GPGGA,193510.000,3713.9836,N,08025.5018,W,1,06,1.25,622.7,M,-32.8,M,,*55,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.25,0.86*05,,
$GPGSV,3,1,09,21,74,273,35,15,55,045,44,20,52,311,32,24,44,136,34*75
$GPGSV,3,2,09,51,38,219,38,13,21,046,20,29,10,195,33,05,04,094,18*7C
